DEPTH_FT,DEPTH_M,RHOB,DT,GR,Sv_psi,Pp_psi,Pp_hydro_psi,Shmin_psi,SHmax_psi,sigma1_psi,sigma2_psi,sigma3_psi,sigma1_eff,sigma2_eff,sigma3_eff,UCS_psi,UCS_MPa,cohesion_psi,friction_angle_deg,poisson,Sv_ppg,Pp_ppg,Shmin_ppg,SHmax_ppg
1286.5000,392.1100,2.4600,69.9607,82.3162,1220.4569,473.6881,0.5717,793.7319,1113.7756,1220.4569,1113.7756,793.7319,746.7688,640.0875,320.0438,124.9698,0.8616,42.1466,22,0.3000,18.2435,7.0808,11.8648,16.6489
1287.0000,392.2600,2.4613,76.4917,78.3203,1220.9819,649.4603,0.5719,894.3981,1139.3359,1220.9819,1139.3359,894.3981,571.5216,489.8757,244.9378,96.2139,0.6634,32.4485,22,0.3000,18.2443,9.7044,13.3644,17.0243
1287.5000,392.4100,2.4571,65.8996,77.9491,1221.5066,327.4725,0.5721,710.6300,1093.7874,1221.5066,1093.7874,710.6300,894.0340,766.3149,383.1574,148.9022,1.0266,50.2179,22,0.3000,18.2451,4.8913,10.6143,16.3374
1288.0000,392.5600,2.4440,90.3881,80.3468,1222.0294,875.4564,0.5723,1023.9877,1172.5190,1222.0294,1172.5190,1023.9877,346.5730,297.0625,148.5313,58.9959,0.4068,19.8966,22,0.3000,18.2458,13.0712,15.2889,17.5066
1288.5000,392.7200,2.4085,140.1781,85.1418,1222.5815,1129.6369,0.5725,1169.4703,1209.3037,1222.5815,1209.3037,1169.4703,92.9446,79.6668,39.8334,16.3100,0.1125,5.5006,22,0.3000,18.2469,16.8597,17.4543,18.0488
1289.0000,392.8700,2.3637,137.8635,89.7088,1223.0906,1125.3583,0.5728,1167.2436,1209.1289,1223.0906,1209.1289,1167.2436,97.7323,83.7705,41.8853,17.1254,0.1181,5.7756,22,0.3000,18.2475,16.7894,17.4143,18.0392
1289.5000,393.0200,2.3249,67.1117,97.8433,1223.5908,376.1508,0.5730,739.3394,1102.5279,1223.5908,1102.5279,739.3394,847.4399,726.3771,363.1885,141.1591,0.9733,47.6065,22,0.3000,18.2478,5.6097,11.0260,16.4424
1290.0000,393.1700,2.3171,82.0697,98.6428,1224.0859,760.5632,0.5732,959.2158,1157.8684,1224.0859,1157.8684,959.2158,463.5227,397.3052,198.6526,78.2838,0.5397,26.4015,22,0.3000,18.2482,11.3382,14.2996,17.2610
1290.5000,393.3300,2.3547,122.5038,97.0443,1224.6175,1085.2057,0.5734,1144.9536,1204.7016,1224.6175,1204.7016,1144.9536,139.4118,119.4959,59.7479,24.2075,0.1669,8.1641,22,0.3000,18.2490,16.1715,17.0619,17.9522
1291.0000,393.4800,2.3910,74.0662,89.9087,1225.1238,594.1550,0.5737,864.5702,1134.9854,1225.1238,1134.9854,864.5702,630.9688,540.8304,270.4152,105.7404,0.7291,35.6614,22,0.3000,18.2495,8.8505,12.8787,16.9068
1291.5000,393.6300,2.4132,77.3154,87.8536,1225.6363,670.7654,0.5739,908.5672,1146.3690,1225.6363,1146.3690,908.5672,554.8709,475.6036,237.8018,93.2413,0.6429,31.4460,22,0.3000,18.2500,9.9879,13.5288,17.0697
1292.0000,393.7800,2.4072,92.5348,83.8576,1226.1505,902.4100,0.5741,1041.1559,1179.9018,1226.1505,1179.9018,1041.1559,323.7405,277.4919,138.7459,55.0749,0.3797,18.5742,22,0.3000,18.2506,13.4319,15.4971,17.5622
1292.5000,393.9300,2.4071,67.5637,88.4527,1226.6641,394.7200,0.5743,751.2674,1107.8149,1226.6641,1107.8149,751.2674,831.9441,713.0949,356.5475,138.4099,0.9543,46.6793,22,0.3000,18.2512,5.8729,11.1779,16.4829
1293.5000,394.2400,2.3695,55.1535,85.5419,1227.7171,0.4023,0.5748,526.3944,1052.3864,1227.7171,1052.3864,526.3944,1227.3148,1051.9841,525.9920,250.8525,1.7296,84.6011,22,0.3000,18.2528,0.0060,7.8260,15.6461
1294.0000,394.3900,2.4007,120.9013,77.5503,1228.2260,1082.9095,0.5750,1145.1880,1207.4665,1228.2260,1207.4665,1145.1880,145.3165,124.5570,62.2785,25.1597,0.1735,8.4852,22,0.3000,18.2533,16.0936,17.0192,17.9448
1296.0000,395.0000,2.5224,189.5000,63.8777,1230.3617,1168.8436,0.5759,1184.2231,1218.8270,1230.3617,1218.8270,1184.2231,61.5181,49.9834,15.3795,2.8444,0.0196,0.8211,30,0.2000,18.2568,17.3440,17.5722,18.0856
1296.5000,395.1500,2.3917,170.3045,70.4711,1230.8859,1169.3416,0.5761,1184.7277,1219.3463,1230.8859,1219.3463,1184.7277,61.5443,50.0047,15.3861,5.6769,0.0391,1.6388,30,0.2000,18.2575,17.3446,17.5729,18.0864
1297.5000,395.4600,2.2732,182.6688,84.9137,1231.9143,1170.3186,0.5765,1196.7168,1223.1149,1231.9143,1223.1149,1196.7168,61.5957,52.7963,26.3982,7.5085,0.0518,2.5323,22,0.3000,18.2587,17.3458,17.7370,18.1283
1298.0000,395.6100,2.2809,89.9290,90.3082,1232.4001,878.4813,0.5768,1030.1608,1181.8403,1232.4001,1181.8403,1030.1608,353.9188,303.3590,151.6795,59.8827,0.4129,20.1957,22,0.3000,18.2589,13.0153,15.2625,17.5098
1298.5000,395.7600,2.2881,47.8741,101.2964,1232.8875,0.4039,0.5770,528.6112,1056.8184,1232.8875,1056.8184,528.6112,1232.4836,1056.4145,528.2073,379.7806,2.6185,128.0826,22,0.3000,18.2590,0.0060,7.8287,15.6515
1299.0000,395.9200,2.3011,51.0804,104.1228,1233.4097,0.4040,0.5772,528.8350,1057.2660,1233.4097,1057.2660,528.8350,1233.0057,1056.8620,528.4310,314.0816,2.1655,105.9254,22,0.3000,18.2598,0.0060,7.8290,15.6521
1299.5000,396.0700,2.3032,104.0507,98.5285,1233.9009,1005.2267,0.5774,1103.2299,1201.2331,1233.9009,1201.2331,1103.2299,228.6742,196.0064,98.0032,39.0571,0.2693,13.1722,22,0.3000,18.2600,14.8759,16.3262,17.7766
1300.0000,396.2200,2.2988,75.0975,86.5410,1234.3918,625.9926,0.5776,886.7351,1147.4776,1234.3918,1147.4776,886.7351,608.3992,521.4850,260.7425,101.5418,0.7001,34.2454,22,0.3000,18.2602,9.2602,13.1174,16.9745
1300.5000,396.3700,2.2958,82.4259,84.9138,1234.8819,774.6396,0.5779,971.8863,1169.1330,1234.8819,1169.1330,971.8863,460.2424,394.4935,197.2467,77.2967,0.5329,26.0686,22,0.3000,18.2605,11.4548,14.3715,17.2882
1301.0000,396.5300,2.3265,153.2421,84.3717,1235.4079,1163.7657,0.5781,1194.4695,1225.1733,1235.4079,1225.1733,1194.4695,71.6421,61.4075,30.7038,12.5623,0.0866,4.2367,22,0.3000,18.2612,17.2022,17.6561,18.1099
1301.5000,396.6800,2.3719,114.2485,87.5689,1235.9091,1062.9801,0.5783,1137.0925,1211.2050,1235.9091,1211.2050,1137.0925,172.9289,148.2248,74.1124,29.6979,0.2048,10.0157,22,0.3000,18.2616,15.7064,16.8015,17.8966
1302.0000,396.8300,2.4123,110.8465,83.7725,1236.4194,1047.0226,0.5785,1128.1927,1209.3627,1236.4194,1209.3627,1128.1927,189.3969,162.3402,81.1701,32.4483,0.2237,10.9433,22,0.3000,18.2621,15.4647,16.6636,17.8625
1302.5000,396.9800,2.4224,94.3759,83.1158,1236.9352,929.9787,0.5788,1061.5315,1193.0843,1236.9352,1193.0843,1061.5315,306.9564,263.1055,131.5528,51.9858,0.3584,17.5324,22,0.3000,18.2627,13.7307,15.6730,17.6153
1303.0000,397.1400,2.4038,87.7118,80.4611,1237.4843,854.9953,0.5790,1018.9192,1182.8430,1237.4843,1182.8430,1018.9192,382.4890,327.8477,163.9239,64.4270,0.4442,21.7283,22,0.3000,18.2638,12.6187,15.0381,17.4574
1303.5000,397.2900,2.3412,62.8335,82.8587,1237.9905,197.2628,0.5792,643.2890,1089.3151,1237.9905,1089.3151,643.2890,1040.7277,892.0523,446.0262,171.2093,1.1804,57.7411,22,0.3000,18.2643,2.9103,9.4906,16.0709
1304.0000,397.4400,2.2850,71.7392,85.0563,1238.4840,539.0374,0.5794,838.8002,1138.5631,1238.4840,1138.5631,838.8002,699.4466,599.5257,299.7628,116.1077,0.8005,39.1578,22,0.3000,18.2646,7.9495,12.3702,16.7910
1304.5000,397.5900,2.2510,59.8806,84.8281,1238.9679,35.9402,0.5796,551.5235,1067.1068,1238.9679,1067.1068,551.5235,1203.0277,1031.1666,515.5833,197.1420,1.3592,66.4870,22,0.3000,18.2647,0.5298,8.1305,15.7311
1305.0000,397.7400,2.2721,38.3267,84.0288,1239.4504,0.4059,0.5799,531.4250,1062.4440,1239.4504,1062.4440,531.4250,1239.0445,1062.0381,531.0191,435.1140,3.0000,146.7440,22,0.3000,18.2648,0.0060,7.8312,15.6564
1305.5000,397.9000,2.3234,42.9150,83.0301,1239.9733,0.4061,0.5801,531.6492,1062.8923,1239.9733,1062.8923,531.6492,1239.5672,1062.4862,531.2431,435.1140,3.0000,146.7440,22,0.3000,18.2655,0.0060,7.8315,15.6570
1306.5000,398.2000,2.4136,35.7814,79.2053,1240.9839,0.4064,0.5805,532.0825,1063.7586,1240.9839,1063.7586,532.0825,1240.5776,1063.3522,531.6761,435.1140,3.0000,146.7440,22,0.3000,18.2664,0.0060,7.8319,15.6578
1307.0000,398.3500,2.4242,52.3970,77.0074,1241.5000,0.4065,0.5808,532.3037,1064.2009,1241.5000,1064.2009,532.3037,1241.0935,1063.7944,531.8972,291.5143,2.0099,98.3144,22,0.3000,18.2670,0.0060,7.8321,15.6583
1307.5000,398.5100,2.4297,68.7794,75.8090,1242.0523,446.8456,0.5810,787.6485,1128.4514,1242.0523,1128.4514,787.6485,795.2067,681.6057,340.8029,131.3635,0.9057,44.3029,22,0.3000,18.2682,6.5722,11.5848,16.5973
1308.0000,398.6600,2.4362,98.7721,81.5177,1242.5714,973.9912,0.5812,1089.0970,1204.2028,1242.5714,1204.2028,1089.0970,268.5802,230.2116,115.1058,45.4935,0.3137,15.3429,22,0.3000,18.2688,14.3200,16.0124,17.7047
1308.5000,398.8100,2.4418,47.2534,82.7167,1243.0918,0.4070,0.5814,532.9862,1065.5654,1243.0918,1065.5654,532.9862,1242.6848,1065.1584,532.5792,394.5833,2.7206,133.0749,22,0.3000,18.2695,0.0060,7.8332,15.6604
1309.0000,398.9600,2.4454,37.7460,86.7122,1243.6131,0.4071,0.5816,533.2097,1066.0122,1243.6131,1066.0122,533.2097,1243.2059,1065.6051,532.8025,435.1140,3.0000,146.7440,22,0.3000,18.2702,0.0060,7.8335,15.6610
1309.5000,399.1200,2.4446,58.6645,81.3177,1244.1695,0.4073,0.5819,533.4483,1066.4892,1244.1695,1066.4892,533.4483,1243.7622,1066.0819,533.0409,209.3571,1.4435,70.6066,22,0.3000,18.2714,0.0060,7.8340,15.6620
1310.0000,399.2700,2.4417,93.4964,79.5192,1244.6908,927.6660,0.5821,1063.5338,1199.4015,1244.6908,1199.4015,1063.5338,317.0248,271.7355,135.8678,53.4317,0.3684,18.0201,22,0.3000,18.2720,13.6181,15.6127,17.6072
1310.5000,399.4200,2.4341,141.5965,80.0331,1245.2109,1153.9169,0.5823,1193.0429,1232.1689,1245.2109,1232.1689,1193.0429,91.2939,78.2520,39.1260,15.8359,0.1092,5.3407,22,0.3000,18.2727,16.9330,17.5072,18.0813
1311.0000,399.5700,2.4273,115.3270,82.8300,1245.7295,1076.7136,0.5825,1149.1490,1221.5843,1245.7295,1221.5843,1149.1490,169.0159,144.8708,72.4354,28.8915,0.1992,9.7438,22,0.3000,18.2733,15.7941,16.8566,17.9192
1311.5000,399.7300,2.4228,90.5215,80.8322,1246.2814,896.6600,0.5828,1046.4977,1196.3354,1246.2814,1196.3354,1046.4977,349.6213,299.6754,149.8377,58.7415,0.4050,19.8108,22,0.3000,18.2745,13.1479,15.3450,17.5421
1312.0000,399.8800,2.4224,65.8133,74.8951,1246.7982,336.8170,0.5830,564.3123,1076.1767,1246.7982,1076.1767,564.3123,909.9812,739.3598,227.4953,244.2247,1.6839,70.5016,30,0.2000,18.2751,4.9369,8.2715,15.7742
1312.5000,400.0300,2.4229,85.7808,74.2959,1247.3151,836.2379,0.5832,939.0072,1170.2381,1247.3151,1170.2381,939.0072,411.0772,334.0002,102.7693,119.0161,0.8206,34.3570,30,0.2000,18.2757,12.2526,13.7583,17.1463
1313.0000,400.1800,2.4176,113.0817,79.0911,1247.8314,1068.3429,0.5834,1145.2666,1222.1902,1247.8314,1222.1902,1145.2666,179.4885,153.8473,76.9236,30.6047,0.2110,10.3216,22,0.3000,18.2763,15.6474,16.7741,17.9007
1313.5000,400.3400,2.4134,89.7169,79.3195,1248.3812,888.8617,0.5837,1042.9415,1197.0212,1248.3812,1197.0212,1042.9415,359.5194,308.1595,154.0798,60.2984,0.4157,20.3359,22,0.3000,18.2774,13.0137,15.2696,17.5254
1314.0000,400.4900,2.4107,88.0630,81.3175,1248.8958,868.6329,0.5839,1031.6027,1194.5725,1248.8958,1194.5725,1031.6027,380.2629,325.9396,162.9698,63.6770,0.4390,21.4753,22,0.3000,18.2779,12.7127,15.0978,17.4829
1314.5000,400.6400,2.4142,101.2442,82.1167,1249.4105,999.1034,0.5841,1106.3779,1213.6523,1249.4105,1213.6523,1106.3779,250.3070,214.5489,107.2744,42.3149,0.2918,14.2709,22,0.3000,18.2785,14.6166,16.1860,17.7554
1315.0000,400.7900,2.4255,123.9016,87.1400,1249.9267,1113.3199,0.5843,1171.8657,1230.4115,1249.9267,1230.4115,1171.8657,136.6068,117.0916,58.5458,23.4160,0.1614,7.8971,22,0.3000,18.2791,16.2814,17.1376,17.9937
1315.5000,400.9400,2.4460,90.2043,90.1370,1250.4464,896.3332,0.5845,1048.0960,1199.8588,1250.4464,1199.8588,1048.0960,354.1132,303.5256,151.7628,59.3488,0.4092,20.0156,22,0.3000,18.2798,13.1031,15.3217,17.5403
1316.0000,401.1000,2.4721,67.0773,90.5367,1251.0060,389.5528,0.5848,758.7470,1127.9413,1251.0060,1127.9413,758.7470,861.4532,738.3885,369.1942,141.3713,0.9747,47.6781,22,0.3000,18.2810,5.6926,11.0876,16.4827
1316.5000,401.2500,2.4897,35.0938,91.7072,1251.5353,0.4095,0.5850,536.6063,1072.8031,1251.5353,1072.8031,536.6063,1251.1258,1072.3936,536.1968,435.1140,3.0000,146.7440,22,0.3000,18.2818,0.0060,7.8385,15.6710
1317.0000,401.4000,2.4982,53.8911,91.5073,1252.0674,0.4096,0.5852,536.8344,1073.2592,1252.0674,1073.2592,536.8344,1251.6578,1072.8495,536.4248,268.4619,1.8510,90.5399,22,0.3000,18.2826,0.0060,7.8388,15.6717
1317.5000,401.5500,2.4941,83.7091,89.9087,1252.6000,808.9769,0.5854,999.1011,1189.2252,1252.6000,1189.2252,999.1011,443.6230,380.2483,190.1241,73.8761,0.5094,24.9150,22,0.3000,18.2835,11.8082,14.5833,17.3584
1318.0000,401.7100,2.4872,47.2040,88.9095,1253.1668,0.4100,0.5857,537.3057,1074.2015,1253.1668,1074.2015,537.3057,1252.7568,1073.7915,536.8958,395.7945,2.7289,133.4834,22,0.3000,18.2848,0.0060,7.8398,15.6735
1318.5000,401.8600,2.4837,46.0980,89.5946,1253.6970,0.4101,0.5859,537.5331,1074.6560,1253.6970,1074.6560,537.5331,1253.2869,1074.2459,537.1230,424.2669,2.9252,143.0858,22,0.3000,18.2856,0.0060,7.8401,15.6742
1319.0000,402.0100,2.4874,40.1688,87.9961,1254.2273,0.4103,0.5861,537.7604,1075.1106,1254.2273,1075.1106,537.7604,1253.8171,1074.7003,537.3502,435.1140,3.0000,146.7440,22,0.3000,18.2864,0.0060,7.8404,15.6749
1319.5000,402.1600,2.4954,47.3360,83.4011,1254.7589,0.4104,0.5863,537.9883,1075.5662,1254.7589,1075.5662,537.9883,1254.3485,1075.1558,537.5779,392.5693,2.7067,132.3957,22,0.3000,18.2872,0.0060,7.8408,15.6756
1320.0000,402.3200,2.5000,38.9734,75.1810,1255.3273,0.4106,0.5865,538.2320,1076.0535,1255.3273,1076.0535,538.2320,1254.9167,1075.6429,537.8214,435.1140,3.0000,146.7440,22,0.3000,18.2886,0.0060,7.8414,15.6768
1320.5000,402.4700,2.4942,47.9641,76.3799,1255.8600,0.4107,0.5868,538.4604,1076.5101,1255.8600,1076.5101,538.4604,1255.4493,1076.0994,538.0497,377.6964,2.6041,127.3797,22,0.3000,18.2894,0.0060,7.8417,15.6775
1321.0000,402.6200,2.4821,47.4186,77.7783,1256.3909,0.4109,0.5870,538.6880,1076.9652,1256.3909,1076.9652,538.6880,1255.9800,1076.5543,538.2771,390.5691,2.6929,131.7211,22,0.3000,18.2902,0.0060,7.8421,15.6782
1321.5000,402.7700,2.4689,50.6098,80.3185,1256.9190,0.4110,0.5872,538.9145,1077.4179,1256.9190,1077.4179,538.9145,1256.5080,1077.0069,538.5034,322.7158,2.2250,108.8373,22,0.3000,18.2910,0.0060,7.8424,15.6788
1322.0000,402.9300,2.4599,72.0272,80.3470,1257.4799,559.2585,0.5874,858.4962,1157.7340,1257.4799,1157.7340,858.4962,698.2214,598.4754,299.2377,114.7527,0.7912,38.7008,22,0.3000,18.2922,8.1354,12.4883,16.8412
1322.5000,403.0800,2.4547,66.0921,80.9462,1258.0041,354.0314,0.5876,741.4483,1128.8652,1258.0041,1128.8652,741.4483,903.9727,774.8338,387.4169,147.6350,1.0179,49.7905,22,0.3000,18.2929,5.1481,10.7816,16.4151
1323.0000,403.2300,2.4503,75.5621,81.3458,1258.5274,653.4475,0.5879,912.7674,1172.0874,1258.5274,1172.0874,912.7674,605.0799,518.6399,259.3200,99.7233,0.6876,33.6321,22,0.3000,18.2936,9.4983,13.2677,17.0371
1323.5000,403.3800,2.4542,95.4363,83.4008,1259.0506,958.6472,0.5881,1087.3915,1216.1358,1259.0506,1216.1358,1087.3915,300.4033,257.4886,128.7443,50.3114,0.3469,16.9677,22,0.3000,18.2943,13.9294,15.8001,17.6707
1324.0000,403.5400,2.4589,140.7217,85.7987,1259.6096,1165.8760,0.5883,1206.0475,1246.2191,1259.6096,1246.2191,1206.0475,93.7336,80.3431,40.1715,16.1261,0.1112,5.4386,22,0.3000,18.2955,16.9341,17.5175,18.1010
1324.5000,403.6900,2.4628,126.1764,89.1953,1260.1346,1130.0682,0.5885,1185.8109,1241.5537,1260.1346,1241.5537,1185.8109,130.0665,111.4855,55.7428,22.2004,0.1531,7.4872,22,0.3000,18.2962,16.4078,17.2171,18.0264
1325.0000,403.8400,2.4588,137.6462,87.1400,1260.6596,1160.4457,0.5888,1203.3945,1246.3434,1260.6596,1246.3434,1203.3945,100.2139,85.8977,42.9488,17.2048,0.1186,5.8024,22,0.3000,18.2969,16.8425,17.4658,18.0892
1325.5000,403.9900,2.4554,109.8461,78.7485,1261.1839,1063.9472,0.5890,1148.4772,1233.0072,1261.1839,1233.0072,1148.4772,197.2367,169.0600,84.5300,33.3218,0.2297,11.2379,22,0.3000,18.2977,15.4361,16.6625,17.8889
1326.0000,404.1500,2.4553,105.9420,80.5466,1261.7426,1041.8201,0.5892,1136.0726,1230.3251,1261.7426,1230.3251,1136.0726,219.9225,188.5050,94.2525,37.0491,0.2554,12.4950,22,0.3000,18.2989,15.1094,16.4763,17.8432
1326.5000,404.3000,2.4639,63.3337,80.3184,1262.2674,232.6154,0.5894,673.8948,1115.1743,1262.2674,1115.1743,673.8948,1029.6520,882.5588,441.2794,167.2775,1.1533,56.4150,22,0.3000,18.2996,3.3723,9.7697,16.1671
1327.0000,404.4500,2.4732,30.1584,88.7098,1262.7941,0.4128,0.5896,541.4333,1082.4539,1262.7941,1082.4539,541.4333,1262.3813,1082.0411,541.0206,435.1140,3.0000,146.7440,22,0.3000,18.3003,0.0060,7.8464,15.6868
1327.5000,404.6000,2.4834,33.5219,93.7048,1263.3228,0.4129,0.5899,541.6600,1082.9071,1263.3228,1082.9071,541.6600,1262.9099,1082.4942,541.2471,435.1140,3.0000,146.7440,22,0.3000,18.3011,0.0060,7.8467,15.6875
1328.0000,404.7500,2.4899,73.4768,101.9253,1263.8533,603.9044,0.5901,886.7397,1169.5749,1263.8533,1169.5749,886.7397,659.9489,565.6705,282.8352,108.2449,0.7463,36.5061,22,0.3000,18.3019,8.7451,12.8409,16.9366
1328.5000,404.9100,2.4930,86.1860,105.1222,1264.4203,855.3614,0.5903,1030.6724,1205.9833,1264.4203,1205.9833,1030.6724,409.0589,350.6219,175.3110,67.8263,0.4676,22.8747,22,0.3000,18.3032,12.3818,14.9196,17.4573
1329.0000,405.0600,2.4877,96.4002,102.0390,1264.9516,972.5466,0.5905,1097.8630,1223.1795,1264.9516,1223.1795,1097.8630,292.4051,250.6329,125.3165,48.8517,0.3368,16.4754,22,0.3000,18.3040,14.0729,15.8862,17.6995
1329.5000,405.2100,2.4761,89.2310,100.0124,1265.4811,896.6790,0.5908,1054.7371,1212.7951,1265.4811,1212.7951,1054.7371,368.8021,316.1161,158.0580,61.2656,0.4224,20.6621,22,0.3000,18.3048,12.9702,15.2564,17.5427
1330.0000,405.3600,2.4644,134.4601,89.6233,1266.0082,1158.1926,0.5910,1204.3993,1250.6060,1266.0082,1250.6060,1204.3993,107.8156,92.4133,46.2067,18.4268,0.1270,6.2145,22,0.3000,18.3055,16.7466,17.4147,18.0828
1330.5000,405.5200,2.4605,173.0346,82.5450,1266.5686,1203.2401,0.5912,1230.3809,1257.5216,1266.5686,1257.5216,1230.3809,63.3284,54.2815,27.1408,8.8003,0.0607,2.9679,22,0.3000,18.3067,17.3914,17.7837,18.1760
1331.0000,405.6700,2.4675,152.4637,80.5470,1267.0943,1193.0971,0.5914,1224.8101,1256.5232,1267.0943,1256.5232,1224.8101,73.9972,63.4262,31.7131,12.7512,0.0879,4.3004,22,0.3000,18.3074,17.2383,17.6965,18.1547
1331.5000,405.8200,2.4799,127.8441,88.5385,1267.6220,1142.0787,0.5916,1195.8830,1249.6873,1267.6220,1249.6873,1195.8830,125.5433,107.6086,53.8043,21.3626,0.1473,7.2046,22,0.3000,18.3082,16.4950,17.2721,18.0492
1332.0000,405.9700,2.4903,44.8820,91.9641,1268.1522,0.4143,0.5919,543.7306,1087.0468,1268.1522,1087.0468,543.7306,1267.7379,1086.6325,543.3162,435.1140,3.0000,146.7440,22,0.3000,18.3090,0.0060,7.8501,15.6943
1332.5000,406.1300,2.4920,41.3940,91.1644,1268.7191,0.4145,0.5921,543.9736,1087.5328,1268.7191,1087.5328,543.9736,1268.3047,1087.1183,543.5591,435.1140,3.0000,146.7440,22,0.3000,18.3103,0.0060,7.8507,15.6954
1333.5000,406.4300,2.4825,78.5056,86.1978,1269.7804,726.9884,0.5925,959.6136,1192.2387,1269.7804,1192.2387,959.6136,542.7921,465.2503,232.6252,89.1597,0.6147,30.0695,22,0.3000,18.3119,10.4841,13.8389,17.1936
1337.0000,407.5000,2.5787,152.1805,135.4910,1273.6318,1198.9602,0.5941,1230.9623,1262.9644,1273.6318,1262.9644,1230.9623,74.6716,64.0042,32.0021,12.8208,0.0884,4.3239,22,0.3000,18.3193,17.2453,17.7056,18.1659
1338.5000,407.9500,2.4720,100.7465,193.0618,1275.2481,1017.6671,0.5947,1128.0590,1238.4508,1275.2481,1238.4508,1128.0590,257.5810,220.7837,110.3918,42.9303,0.2960,14.4784,22,0.3000,18.3220,14.6212,16.2073,17.7933
1339.0000,408.1100,2.4786,121.5471,201.5108,1275.8114,1129.0872,0.5950,1191.9690,1254.8508,1275.8114,1254.8508,1191.9690,146.7243,125.7636,62.8818,24.7700,0.1708,8.3538,22,0.3000,18.3233,16.2160,17.1191,18.0222
1339.5000,408.2600,2.4773,136.4157,183.5284,1276.3401,1172.5245,0.5952,1217.0169,1261.5093,1276.3401,1261.5093,1217.0169,103.8156,88.9848,44.4924,17.6634,0.1218,5.9571,22,0.3000,18.3240,16.8336,17.4723,18.1111
1340.0000,408.4100,2.4679,82.6842,155.3283,1276.8676,810.5220,0.5954,1010.3844,1210.2468,1276.8676,1210.2468,1010.3844,466.3457,399.7249,199.8624,76.5913,0.5281,25.8308,22,0.3000,18.3247,11.6321,14.5004,17.3686
1340.5000,408.5600,2.4545,63.4914,130.0393,1277.3927,247.1262,0.5956,688.6690,1130.2118,1277.3927,1130.2118,688.6690,1030.2666,883.0856,441.5428,166.0630,1.1450,56.0055,22,0.3000,18.3254,3.5453,9.8796,16.2140
1341.0000,408.7200,2.4416,80.8141,115.2547,1277.9498,778.1887,0.5959,992.3720,1206.5554,1277.9498,1206.5554,992.3720,499.7611,428.3667,214.1833,81.9012,0.5647,27.6215,22,0.3000,18.3266,11.1597,14.2312,17.3028
1341.5000,408.8700,2.4310,62.4789,104.9796,1278.4696,196.6855,0.5961,660.3073,1123.9290,1278.4696,1123.9290,660.3073,1081.7841,927.2435,463.6218,174.0720,1.2002,58.7065,22,0.3000,18.3272,2.8195,9.4657,16.1118
1342.0000,409.0200,2.4222,55.6331,97.5868,1278.9873,0.4174,0.5963,548.3760,1096.3345,1278.9873,1096.3345,548.3760,1278.5699,1095.9171,547.9585,244.5689,1.6862,82.4819,22,0.3000,18.3278,0.0060,7.8582,15.7104
1342.5000,409.1700,2.4224,68.4091,86.9976,1279.5041,454.9279,0.5965,808.3177,1161.7075,1279.5041,1161.7075,808.3177,824.5762,706.7796,353.3898,133.4578,0.9202,45.0092,22,0.3000,18.3284,6.5167,11.5788,16.6410
1343.0000,409.3300,2.4293,64.7251,84.7136,1280.0562,306.2292,0.5968,723.5836,1140.9380,1280.0562,1140.9380,723.5836,973.8270,834.7089,417.3544,156.9584,1.0822,52.9349,22,0.3000,18.3295,4.3850,10.3612,16.3374
1343.5000,409.4800,2.4430,68.8438,82.7159,1280.5759,471.0663,0.5970,817.9990,1164.9317,1280.5759,1164.9317,817.9990,809.5097,693.8654,346.9327,131.0037,0.9032,44.1816,22,0.3000,18.3301,6.7428,11.7088,16.6748
1344.0000,409.6300,2.4535,55.5175,82.3164,1281.0983,0.4180,0.5972,549.2810,1098.1440,1281.0983,1098.1440,549.2810,1280.6802,1097.7259,548.8630,246.0640,1.6965,82.9861,22,0.3000,18.3307,0.0060,7.8594,15.7129
1344.5000,409.7800,2.4519,80.2904,82.0883,1281.6216,771.0454,0.5974,989.8637,1208.6821,1281.6216,1208.6821,989.8637,510.5762,437.6368,218.8184,83.4763,0.5755,28.1527,22,0.3000,18.3314,11.0285,14.1583,17.2881
1345.0000,409.9400,2.4475,96.1413,80.0901,1282.1791,984.7040,0.5976,1112.1933,1239.6826,1282.1791,1239.6826,1112.1933,297.4751,254.9786,127.4893,49.2381,0.3395,16.6058,22,0.3000,18.3326,14.0793,15.9021,17.7249
1345.5000,410.0900,2.4435,72.2314,81.0894,1282.7008,581.0527,0.5979,881.7590,1182.4654,1282.7008,1182.4654,881.7590,701.6481,601.4126,300.7063,113.8047,0.7847,38.3811,22,0.3000,18.3332,8.3048,12.6027,16.9006
1346.0000,410.2400,2.4477,46.3048,79.9477,1283.2226,0.4187,0.5981,550.1918,1099.9649,1283.2226,1099.9649,550.1918,1282.8039,1099.5462,549.7731,418.7390,2.8871,141.2215,22,0.3000,18.3338,0.0060,7.8608,15.7156
1346.5000,410.3900,2.4479,71.0442,81.7462,1283.7448,545.9335,0.5983,862.1383,1178.3432,1283.7448,1178.3432,862.1383,737.8113,632.4097,316.2049,119.4672,0.8237,40.2908,22,0.3000,18.3345,7.7970,12.3131,16.8291
1347.0000,410.5500,2.4383,95.5278,83.8580,1284.3008,980.7229,0.5985,1110.8277,1240.9325,1284.3008,1240.9325,1110.8277,303.5779,260.2096,130.1048,50.1704,0.3459,16.9202,22,0.3000,18.3356,14.0015,15.8590,17.7165
