DEPTH_FT,DEPTH_M,RHOB,DT,GR,Sv_psi,Pp_psi,Pp_hydro_psi,Shmin_psi,SHmax_psi,sigma1_psi,sigma2_psi,sigma3_psi,sigma1_eff,sigma2_eff,sigma3_eff,UCS_psi,UCS_MPa,cohesion_psi,friction_angle_deg,poisson,Sv_ppg,Pp_ppg,Shmin_ppg,SHmax_ppg
1230.5000,375.0400,2.4013,81.5558,79.2626,1163.2269,706.9572,0.5468,902.5013,1098.0455,1163.2269,1098.0455,902.5013,456.2697,391.0883,195.5442,79.7379,0.5498,26.8920,22,0.3000,18.1794,11.0486,14.1047,17.1607
1231.0000,375.1900,2.3968,147.6554,85.0567,1163.7387,1086.8311,0.5470,1119.7915,1152.7519,1163.7387,1152.7519,1119.7915,76.9076,65.9208,32.9604,14.0064,0.0966,4.7237,22,0.3000,18.1800,16.9786,17.4935,18.0084
1231.5000,375.3400,2.3859,96.2166,87.5682,1164.2489,886.2148,0.5472,1005.3723,1124.5298,1164.2489,1124.5298,1005.3723,278.0341,238.3149,119.1575,49.1253,0.3387,16.5677,22,0.3000,18.1806,13.8389,15.6996,17.5604
1232.0000,375.5000,2.3552,84.8468,94.7610,1164.7884,759.2023,0.5474,933.0249,1106.8475,1164.7884,1106.8475,933.0249,405.5861,347.6452,173.8226,71.0110,0.4896,23.9488,22,0.3000,18.1816,11.8507,14.5640,17.2772
1232.5000,375.6500,2.3292,77.9078,93.3625,1165.2881,641.2376,0.5477,865.8307,1090.4237,1165.2881,1090.4237,865.8307,524.0505,449.1861,224.5931,91.1791,0.6287,30.7506,22,0.3000,18.1821,10.0053,13.5096,17.0139
1233.0000,375.8000,2.3220,73.0700,87.8821,1165.7843,530.4186,0.5479,802.7182,1075.0177,1165.7843,1075.0177,802.7182,635.3656,544.5991,272.2996,110.0201,0.7586,37.1047,22,0.3000,18.1824,8.2728,12.5198,16.7668
1233.5000,375.9500,2.3575,156.3548,85.8840,1166.2834,1101.4150,0.5481,1129.2158,1157.0165,1166.2834,1157.0165,1129.2158,64.8685,55.6015,27.8008,11.8435,0.0817,3.9943,22,0.3000,18.1828,17.1715,17.6049,18.0384
1234.0000,376.1000,2.3918,90.5623,82.2875,1166.7901,832.8614,0.5483,975.9737,1119.0860,1166.7901,1119.0860,975.9737,333.9286,286.2246,143.1123,58.6640,0.4045,19.7847,22,0.3000,18.1834,12.9794,15.2097,17.4399
1234.5000,376.2600,2.4038,93.5926,83.7149,1167.3357,864.7038,0.5485,994.4032,1124.1026,1167.3357,1124.1026,994.4032,302.6319,259.3988,129.6994,53.2709,0.3673,17.9658,22,0.3000,18.1845,13.4702,15.4906,17.5110
1235.0000,376.4100,2.3924,138.9852,80.9750,1167.8474,1075.4065,0.5488,1115.0240,1154.6415,1167.8474,1154.6415,1115.0240,92.4409,79.2351,39.6175,16.7236,0.1153,5.6401,22,0.3000,18.1851,16.7457,17.3626,17.9795
1235.5000,376.5600,2.3728,175.1806,78.7775,1168.3557,1109.9379,0.5490,1134.9741,1160.0103,1168.3557,1160.0103,1134.9741,58.4178,50.0724,25.0362,8.4882,0.0585,2.8627,22,0.3000,18.1857,17.2764,17.6661,18.0558
1236.0000,376.7100,2.3724,70.8962,80.3756,1168.8619,471.9811,0.5492,770.6443,1069.3075,1168.8619,1069.3075,770.6443,696.8808,597.3264,298.6632,120.1994,0.8287,40.5378,22,0.3000,18.1862,7.3435,11.9904,16.6372
1236.5000,376.8700,2.3824,84.2546,85.5134,1169.4029,754.0783,0.5494,932.0746,1110.0708,1169.4029,1110.0708,932.0746,415.3246,355.9926,177.9963,72.4834,0.4998,24.4453,22,0.3000,18.1872,11.7279,14.4962,17.2645
1237.0000,377.0200,2.4026,120.0345,83.7435,1169.9134,1026.2388,0.5497,1087.8136,1149.3884,1169.9134,1149.3884,1087.8136,143.6746,123.1497,61.5748,25.6957,0.1772,8.6660,22,0.3000,18.1878,15.9542,16.9115,17.8687
1237.5000,377.1700,2.4102,79.2837,77.9495,1170.4268,671.6832,0.5499,885.4304,1099.1777,1170.4268,1099.1777,885.4304,498.7436,427.4945,213.7473,86.6201,0.5972,29.2130,22,0.3000,18.1885,10.4380,13.7596,17.0812
1238.0000,377.3200,2.4118,37.2610,70.9564,1170.9412,0.3851,0.5501,293.0241,951.4619,1170.9412,951.4619,293.0241,1170.5561,951.0768,292.6390,435.1140,3.0000,125.6066,30,0.2000,18.1891,0.0060,4.5518,14.7798
1238.5000,377.4800,2.4097,48.7579,76.5224,1171.4898,0.3852,0.5503,502.2872,1004.1891,1171.4898,1004.1891,502.2872,1171.1046,1003.8039,501.9020,359.9613,2.4818,121.3985,22,0.3000,18.1903,0.0060,7.7992,15.5925
1239.0000,377.6300,2.4016,121.1268,79.7476,1172.0030,1032.0077,0.5505,1092.0057,1152.0037,1172.0030,1152.0037,1092.0057,139.9953,119.9960,59.9980,25.0227,0.1725,8.4390,22,0.3000,18.1909,16.0180,16.9492,17.8805
1239.5000,377.7800,2.3939,133.5882,86.3412,1172.5146,1068.1244,0.5508,1112.8631,1157.6017,1172.5146,1157.6017,1112.8631,104.3902,89.4773,44.7387,18.7814,0.1295,6.3341,22,0.3000,18.1915,16.5719,17.2660,17.9601
1240.0000,377.9300,2.3894,94.6149,81.3461,1173.0249,879.1147,0.5510,1005.0762,1131.0377,1173.0249,1131.0377,1005.0762,293.9101,251.9230,125.9615,51.6020,0.3558,17.4030,22,0.3000,18.1921,13.6339,15.5874,17.5409
1240.5000,378.0900,2.3873,53.4256,81.1178,1173.5684,0.3859,0.5512,503.1784,1005.9709,1173.5684,1005.9709,503.1784,1173.1825,1005.5850,502.7925,275.3733,1.8986,92.8708,22,0.3000,18.1932,0.0060,7.8005,15.5950
1241.0000,378.2400,2.3870,48.7497,76.3225,1174.0777,0.3860,0.5514,503.3967,1006.4074,1174.0777,1006.4074,503.3967,1173.6917,1006.0214,503.0107,360.1387,2.4831,121.4583,22,0.3000,18.1937,0.0060,7.8007,15.5955
1241.5000,378.3900,2.3862,78.6385,77.1217,1174.5869,662.2141,0.5517,881.8024,1101.3908,1174.5869,1101.3908,881.8024,512.3728,439.1767,219.5883,88.7190,0.6117,29.9208,22,0.3000,18.1943,10.2577,13.6591,17.0605
1242.0000,378.5400,2.3859,77.7386,76.4370,1175.0959,644.5659,0.5519,871.9359,1099.3059,1175.0959,1099.3059,871.9359,530.5300,454.7400,227.3700,91.7618,0.6327,30.9471,22,0.3000,18.1948,9.9803,13.5008,17.0213
1242.5000,378.7000,2.3849,68.7489,77.6357,1175.6388,408.3415,0.5521,737.1832,1066.0249,1175.6388,1066.0249,737.1832,767.2973,657.6834,328.8417,131.5343,0.9069,44.3605,22,0.3000,18.1959,6.3201,11.4097,16.4994
1243.0000,378.8500,2.3815,104.4963,72.0413,1176.1472,957.5794,0.5523,1012.2214,1135.1658,1176.1472,1135.1658,1012.2214,218.5678,177.5863,54.6420,60.6731,0.4183,17.5148,30,0.2000,18.1965,14.8150,15.6603,17.5624
1243.5000,379.0000,2.3807,76.7422,70.2142,1176.6552,624.6872,0.5525,762.6792,1073.1612,1176.6552,1073.1612,762.6792,551.9681,448.4741,137.9920,164.7861,1.1362,47.5697,30,0.2000,18.1970,9.6608,11.7949,16.5965
1244.0000,379.1500,2.3807,40.8138,63.8206,1177.1632,0.3869,0.5528,294.5810,956.5176,1177.1632,956.5176,294.5810,1176.7762,956.1307,294.1941,435.1140,3.0000,125.6066,30,0.2000,18.1976,0.0060,4.5539,14.7866
1244.5000,379.3100,2.3849,37.9897,67.4169,1177.7054,0.3871,0.5530,294.7167,956.9582,1177.7054,956.9582,294.7167,1177.3183,956.5712,294.3296,435.1140,3.0000,125.6066,30,0.2000,18.1986,0.0060,4.5541,14.7875
1245.0000,379.4600,2.3863,77.6990,67.3315,1178.2144,645.9025,0.5532,778.9805,1078.4059,1178.2144,1078.4059,778.9805,532.3119,432.5034,133.0780,159.2067,1.0977,45.9590,30,0.2000,18.1992,9.9769,12.0324,16.6575
1245.5000,379.6100,2.3868,139.5342,72.8116,1178.7236,1086.7849,0.5534,1109.7696,1161.4851,1178.7236,1161.4851,1109.7696,91.9387,74.7002,22.9847,17.1867,0.1185,4.9614,30,0.2000,18.1997,16.7802,17.1351,17.9336
1246.0000,379.7600,2.3542,171.1116,76.8076,1179.2293,1120.2679,0.5536,1145.5371,1170.8063,1179.2293,1170.8063,1145.5371,58.9615,50.5384,25.2692,9.0932,0.0627,3.0667,22,0.3000,18.2002,17.2902,17.6802,18.0702
1246.5000,379.9100,2.3179,105.6761,85.9985,1179.7277,967.9598,0.5539,1058.7175,1149.4752,1179.7277,1149.4752,1058.7175,211.7679,181.5154,90.7577,37.3229,0.2573,12.5873,22,0.3000,18.2006,14.9335,16.3337,17.7339
1247.0000,380.0700,2.2820,96.9897,85.7132,1180.2511,906.2537,0.5541,1023.6811,1141.1086,1180.2511,1141.1086,1023.6811,273.9975,234.8550,117.4275,47.9868,0.3309,16.1837,22,0.3000,18.2014,13.9759,15.7868,17.5978
1247.5000,380.2200,2.2788,108.6512,87.8255,1180.7376,985.7806,0.5543,1069.3336,1152.8866,1180.7376,1152.8866,1069.3336,194.9571,167.1061,83.5530,34.4070,0.2372,11.6039,22,0.3000,18.2016,15.1962,16.4843,17.7723
1248.0000,380.3700,2.2815,110.5049,84.4285,1181.2241,995.8637,0.5545,1075.3039,1154.7441,1181.2241,1154.7441,1075.3039,185.3605,158.8804,79.4402,32.7431,0.2258,11.0427,22,0.3000,18.2018,15.3455,16.5696,17.7938
1248.5000,380.5200,2.2883,76.4060,91.8214,1181.7116,620.7944,0.5548,861.1875,1101.5806,1181.7116,1101.5806,861.1875,560.9172,480.7861,240.3931,96.5304,0.6656,32.5553,22,0.3000,18.2020,9.5622,13.2650,16.9678
1249.0000,380.6800,2.2999,82.1082,96.1596,1182.2337,730.1138,0.5550,923.8795,1117.6451,1182.2337,1117.6451,923.8795,452.1198,387.5313,193.7656,78.1763,0.5390,26.3653,22,0.3000,18.2028,11.2415,14.2249,17.2083
1249.5000,380.8300,2.3215,115.7617,95.7600,1182.7267,1021.3504,0.5552,1090.5116,1159.6729,1182.7267,1159.6729,1090.5116,161.3763,138.3225,69.1613,28.5748,0.1970,9.6370,22,0.3000,18.2031,15.7194,16.7838,17.8483
1250.0000,380.9800,2.3385,133.4888,92.5633,1183.2238,1077.9494,0.5554,1123.0670,1168.1846,1183.2238,1168.1846,1123.0670,105.2744,90.2352,45.1176,18.8224,0.1298,6.3479,22,0.3000,18.2034,16.5838,17.2780,17.9721
1250.5000,381.1300,2.3388,119.7771,89.1381,1183.7227,1037.9558,0.5556,1100.4273,1162.8989,1183.7227,1162.8989,1100.4273,145.7670,124.9431,62.4716,25.8578,0.1783,8.7207,22,0.3000,18.2038,15.9622,16.9229,17.8836
1251.0000,381.2900,2.3355,135.5372,89.9376,1184.2546,1083.6216,0.5559,1126.7500,1169.8785,1184.2546,1169.8785,1126.7500,100.6330,86.2568,43.1284,18.0010,0.1241,6.0709,22,0.3000,18.2047,16.6578,17.3208,17.9837
1252.0000,381.5900,2.3409,85.1364,84.9137,1185.2523,778.9810,0.5563,953.0973,1127.2136,1185.2523,1127.2136,953.0973,406.2713,348.2325,174.1163,70.3056,0.4847,23.7109,22,0.3000,18.2055,11.9652,14.6396,17.3140
1252.5000,381.7400,2.3363,57.5672,83.8289,1185.7512,0.3896,0.5565,508.4017,1016.4139,1185.7512,1016.4139,508.4017,1185.3617,1016.0243,508.0121,221.2659,1.5256,74.6229,22,0.3000,18.2059,0.0060,7.8060,15.6059
1253.0000,381.9000,2.3252,78.4426,85.2277,1186.2817,666.5688,0.5568,889.3029,1112.0370,1186.2817,1112.0370,889.3029,519.7128,445.4682,222.7341,89.3697,0.6162,30.1403,22,0.3000,18.2068,10.2304,13.6488,17.0673
1254.0000,382.2000,2.3477,164.3756,98.5860,1187.2786,1127.9147,0.5572,1153.3564,1178.7981,1187.2786,1178.7981,1153.3564,59.3639,50.8834,25.4417,10.2288,0.0705,3.4497,22,0.3000,18.2076,17.2972,17.6873,18.0775
1254.5000,382.3500,2.4033,134.2436,89.7950,1187.7854,1084.0064,0.5574,1128.4832,1172.9599,1187.7854,1172.9599,1128.4832,103.7790,88.9534,44.4767,18.5140,0.1276,6.2439,22,0.3000,18.2081,16.6172,17.2990,17.9808
1256.0000,382.8100,2.5152,105.6768,69.3583,1189.3945,976.4532,0.5581,1029.6885,1149.4680,1189.3945,1149.4680,1029.6885,212.9413,173.0148,53.2353,58.1487,0.4009,16.7861,30,0.2000,18.2110,14.9506,15.7657,17.5996
1256.5000,382.9600,2.4227,124.0613,76.9504,1189.9212,1058.2708,0.5583,1114.6924,1171.1140,1189.9212,1171.1140,1114.6924,131.6504,112.8432,56.4216,23.3278,0.1608,7.8674,22,0.3000,18.2118,16.1969,17.0604,17.9239
1257.0000,383.1100,2.3494,59.8951,83.3151,1190.4303,20.1674,0.5585,521.7087,1023.2499,1190.4303,1023.2499,521.7087,1170.2628,1003.0824,501.5412,197.0022,1.3583,66.4398,22,0.3000,18.2123,0.3085,7.9816,15.6546
1258.0000,383.4200,2.2717,84.1858,78.4630,1191.4491,769.7596,0.5590,950.4837,1131.2077,1191.4491,1131.2077,950.4837,421.6894,361.4481,180.7240,72.6571,0.5010,24.5039,22,0.3000,18.2134,11.7671,14.5298,17.2925
1258.5000,383.5700,2.2669,81.7760,75.8656,1191.9332,731.7314,0.5592,928.9608,1126.1901,1191.9332,1126.1901,928.9608,460.2018,394.4587,197.2293,79.1104,0.5454,26.6803,22,0.3000,18.2136,11.1814,14.1952,17.2090
1259.0000,383.7200,2.2514,90.2957,71.9270,1192.4152,850.4826,0.5594,935.9658,1128.3028,1192.4152,1128.3028,935.9658,341.9326,277.8202,85.4831,101.1619,0.6975,29.2029,30,0.2000,18.2137,12.9908,14.2965,17.2344
1259.5000,383.8800,2.2345,91.4662,81.8026,1192.9256,863.8575,0.5597,1004.8867,1145.9159,1192.9256,1145.9159,1004.8867,329.0682,282.0584,141.0292,56.9815,0.3929,19.2173,22,0.3000,18.2143,13.1899,15.3432,17.4965
1260.0000,384.0300,2.2026,71.1150,80.6040,1193.3990,493.0788,0.5599,793.2160,1093.3532,1193.3990,1093.3532,793.2160,700.3202,600.2744,300.1372,119.1191,0.8213,40.1734,22,0.3000,18.2143,7.5256,12.1065,16.6873
1260.5000,384.1800,2.1964,74.6325,88.3961,1193.8682,587.8199,0.5601,847.5549,1107.2899,1193.8682,1107.2899,847.5549,606.0483,519.4700,259.7350,103.4067,0.7130,34.8743,22,0.3000,18.2142,8.9681,12.9307,16.8933
1261.0000,384.3300,2.1973,88.2461,88.3963,1194.3369,827.6332,0.5603,984.7919,1141.9507,1194.3369,1141.9507,984.7919,366.7037,314.3175,157.1587,63.2907,0.4364,21.3451,22,0.3000,18.2141,12.6217,15.0185,17.4152
1261.5000,384.4900,2.1875,100.3940,91.9925,1194.8359,945.7207,0.5605,1052.4843,1159.2480,1194.8359,1159.2480,1052.4843,249.1152,213.5273,106.7637,43.3734,0.2990,14.6279,22,0.3000,18.2145,14.4169,16.0445,17.6720
1262.0000,384.6400,2.1791,79.0688,90.5936,1195.3017,685.2460,0.5608,903.8413,1122.4366,1195.3017,1122.4366,903.8413,510.0556,437.1905,218.5953,87.3117,0.6020,29.4462,22,0.3000,18.2144,10.4420,13.7730,17.1041
1262.5000,384.7900,2.1876,64.3819,86.9112,1195.7675,250.7256,0.5610,655.7436,1060.7615,1195.7675,1060.7615,655.7436,945.0419,810.0359,405.0179,159.4225,1.0992,53.7659,22,0.3000,18.2143,3.8191,9.9885,16.1578
1263.0000,384.9400,2.2148,80.0753,82.1161,1196.2371,704.9250,0.5612,915.4874,1126.0497,1196.2371,1126.0497,915.4874,491.3121,421.1246,210.5623,84.1350,0.5801,28.3749,22,0.3000,18.2142,10.7334,13.9395,17.1455
1263.5000,385.1000,2.2518,103.0756,79.3193,1196.7454,966.3306,0.5614,1065.0798,1163.8290,1196.7454,1163.8290,1065.0798,230.4147,197.4983,98.7492,40.1496,0.2768,13.5406,22,0.3000,18.2147,14.7078,16.2108,17.7138
1264.0000,385.2500,2.2512,56.6009,79.5193,1197.2257,0.3932,0.5617,513.3214,1026.2496,1197.2257,1026.2496,513.3214,1196.8326,1025.8565,512.9282,232.5173,1.6031,78.4174,22,0.3000,18.2149,0.0060,7.8098,15.6136
1264.5000,385.4000,2.2337,36.9901,82.9441,1197.7041,0.3933,0.5619,513.5265,1026.6597,1197.7041,1026.6597,513.5265,1197.3108,1026.2664,513.1332,435.1140,3.0000,146.7440,22,0.3000,18.2149,0.0060,7.8098,15.6136
1265.0000,385.5500,2.2016,77.3138,81.1460,1198.1773,651.7319,0.5621,885.9228,1120.1136,1198.1773,1120.1136,885.9228,546.4454,468.3818,234.1909,93.2469,0.6429,31.4479,22,0.3000,18.2149,9.9078,13.4680,17.0282
1265.5000,385.7100,2.1912,86.1434,80.1473,1198.6771,803.5170,0.5623,972.8713,1142.2257,1198.6771,1142.2257,972.8713,395.1601,338.7087,169.3543,67.9246,0.4683,22.9079,22,0.3000,18.2153,12.2104,14.7839,17.3575
1266.0000,385.8600,2.1897,73.4432,80.9181,1199.1444,561.3307,0.5625,834.6794,1108.0282,1199.1444,1108.0282,834.6794,637.8138,546.6975,273.3488,108.3901,0.7473,36.5550,22,0.3000,18.2152,8.5267,12.6789,16.8311
1266.5000,386.0100,2.1889,116.7694,81.9171,1199.6115,1040.8772,0.5628,1108.9062,1176.9352,1199.6115,1176.9352,1108.9062,158.7343,136.0580,68.0290,27.8582,0.1921,9.3953,22,0.3000,18.2151,15.8049,16.8378,17.8708
1267.0000,386.1600,2.1971,86.8900,82.0595,1200.0794,814.7269,0.5630,979.8780,1145.0291,1200.0794,1145.0291,979.8780,385.3525,330.3021,165.1511,66.2287,0.4566,22.3359,22,0.3000,18.2150,12.3661,14.8728,17.3795
1267.5000,386.3200,2.2435,65.6115,83.8576,1200.5847,305.3216,0.5632,689.0058,1072.6900,1200.5847,1072.6900,689.0058,895.2631,767.3684,383.6842,150.8260,1.0399,50.8667,22,0.3000,18.2155,4.6324,10.4537,16.2751
1268.0000,386.4700,2.2980,77.7355,87.6534,1201.0692,662.6161,0.5634,893.3817,1124.1473,1201.0692,1124.1473,893.3817,538.4530,461.5312,230.7656,91.7725,0.6327,30.9507,22,0.3000,18.2157,10.0494,13.5492,17.0491
1268.5000,386.6200,2.3463,70.9020,89.9085,1201.5646,491.7419,0.5637,795.9516,1100.1613,1201.5646,1100.1613,795.9516,709.8227,608.4195,304.2097,120.1706,0.8285,40.5280,22,0.3000,18.2160,7.4549,12.0668,16.6787
1269.0000,386.7700,2.3586,85.0863,92.1349,1202.0665,791.2309,0.5639,967.3033,1143.3757,1202.0665,1143.3757,967.3033,410.8356,352.1448,176.0724,70.4270,0.4856,23.7518,22,0.3000,18.2164,11.9905,14.6588,17.3270
1269.5000,386.9200,2.3584,53.2436,87.9391,1202.5697,0.3949,0.5641,515.6126,1030.8304,1202.5697,1030.8304,515.6126,1202.1748,1030.4356,515.2178,278.1404,1.9177,93.8040,22,0.3000,18.2169,0.0060,7.8107,15.6153
1270.0000,387.0800,2.3614,49.0994,86.3408,1203.1067,0.3950,0.5643,515.8429,1031.2908,1203.1067,1031.2908,515.8429,1202.7117,1030.8957,515.4479,352.6748,2.4316,118.9411,22,0.3000,18.2178,0.0060,7.8111,15.6162
1270.5000,387.2300,2.3686,60.5866,82.9159,1203.6113,64.6850,0.5645,552.7963,1040.9075,1203.6113,1040.9075,552.7963,1138.9263,976.2225,488.1113,190.4865,1.3134,64.2424,22,0.3000,18.2183,0.9791,8.3673,15.7556
1271.0000,387.3800,2.3880,55.1198,89.3094,1204.1187,0.3953,0.5648,516.2768,1032.1582,1204.1187,1032.1582,516.2768,1203.7234,1031.7629,515.8814,251.3022,1.7327,84.7527,22,0.3000,18.2188,0.0060,7.8115,15.6170
1271.5000,387.5300,2.4048,38.4424,88.3106,1204.6300,0.3955,0.5650,516.4960,1032.5965,1204.6300,1032.5965,516.4960,1204.2345,1032.2010,516.1005,435.1140,3.0000,146.7440,22,0.3000,18.2194,0.0060,7.8117,15.6175
1272.0000,387.6900,2.4196,54.1702,86.9406,1205.1789,0.3956,0.5652,516.7313,1033.0670,1205.1789,1033.0670,516.7313,1204.7833,1032.6714,516.3357,264.4293,1.8232,89.1799,22,0.3000,18.2205,0.0060,7.8122,15.6185
1272.5000,387.8400,2.4278,131.4003,81.1468,1205.6960,1093.9200,0.5654,1141.8240,1189.7280,1205.6960,1189.7280,1141.8240,111.7760,95.8080,47.9040,19.7124,0.1359,6.6481,22,0.3000,18.2212,16.5320,17.2559,17.9799
1273.0000,387.9900,2.4215,100.0395,81.1463,1206.2133,952.8465,0.5656,1061.4323,1170.0181,1206.2133,1170.0181,1061.4323,253.3668,217.1716,108.5858,43.8253,0.3022,14.7803,22,0.3000,18.2218,14.3943,16.0347,17.6751
1273.5000,388.1400,2.4117,76.8223,81.9165,1206.7289,647.0638,0.5659,886.9203,1126.7768,1206.7289,1126.7768,886.9203,559.6651,479.7129,239.8565,95.0057,0.6550,32.0411,22,0.3000,18.2225,9.7711,13.3931,17.0151
1274.0000,388.3000,2.4062,85.6422,80.3463,1207.2771,803.2001,0.5661,976.3760,1149.5518,1207.2771,1149.5518,976.3760,404.0770,346.3517,173.1759,69.0959,0.4764,23.3029,22,0.3000,18.2236,12.1241,14.7382,17.3522
1274.5000,388.4500,2.4107,72.0275,83.9427,1207.7910,528.3408,0.5663,819.5337,1110.7267,1207.7910,1110.7267,819.5337,679.4502,582.3859,291.1929,114.7513,0.7912,38.7004,22,0.3000,18.2242,7.9721,12.3658,16.7596
1275.0000,388.6000,2.4139,57.4953,82.3446,1208.3056,0.3966,0.5665,518.0719,1035.7472,1208.3056,1035.7472,518.0719,1207.9091,1035.3506,517.6753,222.0777,1.5312,74.8966,22,0.3000,18.2248,0.0060,7.8141,15.6221
1275.5000,388.7500,2.4081,54.6472,84.1719,1208.8200,0.3967,0.5668,518.2924,1036.1881,1208.8200,1036.1881,518.2924,1208.4233,1035.7914,517.8957,257.7233,1.7769,86.9183,22,0.3000,18.2254,0.0060,7.8143,15.6227
1276.0000,388.9100,2.4008,74.7321,84.3719,1209.3672,600.5062,0.5670,861.4466,1122.3871,1209.3672,1122.3871,861.4466,608.8610,521.8808,260.9404,103.0034,0.7102,34.7383,22,0.3000,18.2265,9.0503,12.9830,16.9156
1276.5000,389.0600,2.3948,62.2471,86.5698,1209.8788,155.9622,0.5672,607.6408,1059.3193,1209.8788,1059.3193,607.6408,1053.9165,903.3570,451.6785,175.9781,1.2133,59.3494,22,0.3000,18.2271,2.3496,9.1542,15.9589
1277.0000,389.2100,2.3974,65.8529,88.1110,1210.3900,320.0363,0.5674,701.6165,1083.1966,1210.3900,1083.1966,701.6165,890.3537,763.1603,381.5802,149.2118,1.0288,50.3223,22,0.3000,18.2277,4.8195,10.5659,16.3122
1277.5000,389.3600,2.4026,66.1081,83.5153,1210.9020,330.5687,0.5676,707.8544,1085.1401,1210.9020,1085.1401,707.8544,880.3333,754.5714,377.2857,147.5304,1.0172,49.7552,22,0.3000,18.2282,4.9762,10.6556,16.3351
1278.0000,389.5200,2.4133,93.3773,80.7181,1211.4500,898.9688,0.5679,1032.8893,1166.8098,1211.4500,1166.8098,1032.8893,312.4812,267.8411,133.9205,53.6316,0.3698,18.0875,22,0.3000,18.2294,13.5273,15.5425,17.5576
1278.5000,389.6700,2.4197,59.8796,77.7207,1211.9656,26.6439,0.5681,534.6389,1042.6339,1211.9656,1042.6339,534.6389,1185.3217,1015.9900,507.9950,197.1517,1.3593,66.4902,22,0.3000,18.2300,0.4008,8.0419,15.6830
1279.0000,389.8200,2.4267,90.3199,77.9204,1212.4826,866.9826,0.5683,1015.0540,1163.1254,1212.4826,1163.1254,1015.0540,345.4999,296.1428,148.0714,59.1265,0.4077,19.9407,22,0.3000,18.2306,13.0358,15.2621,17.4885
1279.5000,389.9700,2.4329,104.0100,82.0880,1213.0010,986.6935,0.5685,1083.6824,1180.6713,1213.0010,1180.6713,1083.6824,226.3075,193.9778,96.9889,39.1019,0.2696,13.1873,22,0.3000,18.2313,14.8299,16.2876,17.7454
1280.0000,390.1200,2.4405,51.7461,89.0811,1213.5208,0.3981,0.5688,520.3079,1040.2176,1213.5208,1040.2176,520.3079,1213.1227,1039.8195,519.9097,302.3891,2.0849,101.9820,22,0.3000,18.2320,0.0060,7.8171,15.6283
1280.5000,390.2800,2.4442,43.6650,91.2791,1214.0766,0.3983,0.5690,520.5462,1040.6940,1214.0766,1040.6940,520.5462,1213.6784,1040.2957,520.1479,435.1140,3.0000,146.7440,22,0.3000,18.2332,0.0060,7.8177,15.6293
1281.0000,390.4300,2.4429,37.5497,95.1034,1214.5980,0.3984,0.5692,520.7697,1041.1409,1214.5980,1041.1409,520.7697,1214.1995,1040.7425,520.3712,435.1140,3.0000,146.7440,22,0.3000,18.2339,0.0060,7.8180,15.6299
1281.5000,390.5800,2.4416,35.2441,94.8180,1215.1190,0.3986,0.5694,520.9931,1041.5875,1215.1190,1041.5875,520.9931,1214.7204,1041.1889,520.5945,435.1140,3.0000,146.7440,22,0.3000,18.2346,0.0060,7.8183,15.6305
1282.0000,390.7300,2.4442,37.6295,101.8109,1215.6402,0.3987,0.5696,521.2165,1042.0343,1215.6402,1042.0343,521.2165,1215.2415,1041.6356,520.8178,435.1140,3.0000,146.7440,22,0.3000,18.2353,0.0060,7.8186,15.6311
1282.5000,390.8900,2.4461,52.4878,95.2180,1216.1967,0.3989,0.5699,521.4551,1042.5113,1216.1967,1042.5113,521.4551,1215.7978,1042.1124,521.0562,290.0391,1.9997,97.8169,22,0.3000,18.2366,0.0060,7.8191,15.6322
1283.0000,391.0400,2.4501,46.9000,91.5075,1216.7190,0.3991,0.5701,521.6790,1042.9590,1216.7190,1042.9590,521.6790,1216.3199,1042.5599,521.2800,403.3585,2.7811,136.0344,22,0.3000,18.2373,0.0060,7.8194,15.6328
1283.5000,391.1900,2.4537,74.7411,87.3689,1217.2421,605.9014,0.5703,867.9045,1129.9077,1217.2421,1129.9077,867.9045,611.3407,524.0063,262.0032,102.9671,0.7099,34.7261,22,0.3000,18.2380,9.0783,13.0039,16.9295
1284.0000,391.3400,2.4584,97.5614,86.1701,1217.7661,942.8154,0.5705,1060.6514,1178.4874,1217.7661,1178.4874,1060.6514,274.9507,235.6720,117.8360,47.1675,0.3252,15.9074,22,0.3000,18.2388,14.1208,15.8856,17.6505
1284.5000,391.5000,2.4593,53.2248,82.5737,1218.3257,0.3995,0.5708,522.3679,1044.3362,1218.3257,1044.3362,522.3679,1217.9261,1043.9367,521.9683,278.4284,1.9197,93.9012,22,0.3000,18.2400,0.0060,7.8206,15.6352
1285.0000,391.6500,2.4550,55.5487,77.1221,1218.8499,0.3997,0.5710,522.5926,1044.7856,1218.8499,1044.7856,522.5926,1218.4502,1044.3859,522.1929,245.6592,1.6938,82.8496,22,0.3000,18.2408,0.0060,7.8209,15.6358
1285.5000,391.8000,2.4552,89.8089,81.3174,1219.3737,866.5771,0.5712,1017.7756,1168.9742,1219.3737,1168.9742,1017.7756,352.7966,302.3971,151.1985,60.1176,0.4145,20.2749,22,0.3000,18.2415,12.9638,15.2257,17.4876
1286.0000,391.9500,2.4557,40.7901,81.9167,1219.8976,0.4000,0.5714,523.0418,1045.6836,1219.8976,1045.6836,523.0418,1219.4976,1045.2836,522.6418,435.1140,3.0000,146.7440,22,0.3000,18.2423,0.0060,7.8215,15.6371
